Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
108,LIGHTEMISS,Lighting (Emission),Section 17.28.100 (A) - Lighting (Emission): All site lighting shall be shielded so that substantially all directly emitted light falls within the property line. ,CAAZ_LIGHT_EMISSION,"['Lighting', '(', 'Emission', ')']","['Section', '17.28.100', '(', 'A', ')', '-', 'Lighting', '(', 'Emission', ')', ':', 'All', 'site', 'lighting', 'shall', 'be', 'shielded', 'so', 'that', 'substantially', 'all', 'directly', 'emitted', 'light', 'falls', 'within', 'the', 'property', 'line', '.']"
109,LIGHTHSPC,Light – Habitable Spaces,"Section 16.24.380 (A) - Light (Habitable Spaces) In residential occupancies, every habitable space shall have at least one window of approved size facing directly to the outdoors or to a court. The minimum total glazed area for every habitable space shall be eight percent of the floor area of such room. Wherever a wall or other obstructions face a window of a habitable space and such obstruction is located less than three feet from the window and extends to a level above that of the ceiling of the habitable space, such window shall not be deemed to face directly to the outdoors nor to a court and shall not be included as contributing to the required minimum total window area for the habitable space.",CAAH_LIGHT_HSPC,"['Light', '–', 'Habitable', 'Spaces']","['Section', '16.24.380', '(', 'A', ')', '-', 'Light', '(', 'Habitable', 'Spaces', ')', 'In', 'residential', 'occupancies', ',', 'every', 'habitable', 'space', 'shall', 'have', 'at', 'least', 'one', 'window', 'of', 'approved', 'size', 'facing', 'directly', 'to', 'the', 'outdoors', 'or', 'to', 'a', 'court', '.', 'The', 'minimum', 'total', 'glazed', 'area', 'for', 'every', 'habitable', 'space', 'shall', 'be', 'eight', 'percent', 'of', 'the', 'floor', 'area', 'of', 'such', 'room', '.', 'Wherever', 'a', 'wall', 'or', 'other', 'obstructions', 'face', 'a', 'window', 'of', 'a', 'habitable', 'space', 'and', 'such', 'obstruction', 'is', 'located', 'less', 'than', 'three', 'feet', 'from', 'the', 'window', 'and', 'extends', 'to', 'a', 'level', 'above', 'that', 'of', 'the', 'ceiling', 'of', 'the', 'habitable', 'space', ',', 'such', 'window', 'shall', 'not', 'be', 'deemed', 'to', 'face', 'directly', 'to', 'the', 'outdoors', 'nor', 'to', 'a', 'court', 'and', 'shall', 'not', 'be', 'included', 'as', 'contributing', 'to', 'the', 'required', 'minimum', 'total', 'window', 'area', 'for', 'the', 'habitable', 'space', '.']"
110,LIGHTMAX,Lighting (MAX Level),Section 17.28.100 (A) - Lighting (Max Level): No illumination in excess of one-half foot candle shall be permitted across the boundary of any adjacent residential property or public street.,CAAZ_LIGHT_MAX,"['Lighting', '(', 'MAX', 'Level', ')']","['Section', '17.28.100', '(', 'A', ')', '-', 'Lighting', '(', 'Max', 'Level', ')', ':', 'No', 'illumination', 'in', 'excess', 'of', 'one-half', 'foot', 'candle', 'shall', 'be', 'permitted', 'across', 'the', 'boundary', 'of', 'any', 'adjacent', 'residential', 'property', 'or', 'public', 'street', '.']"
111,LIGHTOTR,Light – Other Spaces,"Section 16.24.380 (C) - Light (Other Spaces) All other spaces in residential and nonresidential buildings and structures shall be provided with natural or artificial light sufficient to permit the maintenance of sanitary conditions, the safe occupancy thereof, and the safe utilization of the appliances, equipment, and fixtures.",CAAH_LIGHT_OTR,"['Light', '–', 'Other', 'Spaces']","['Section', '16.24.380', '(', 'C', ')', '-', 'Light', '(', 'Other', 'Spaces', ')', 'All', 'other', 'spaces', 'in', 'residential', 'and', 'nonresidential', 'buildings', 'and', 'structures', 'shall', 'be', 'provided', 'with', 'natural', 'or', 'artificial', 'light', 'sufficient', 'to', 'permit', 'the', 'maintenance', 'of', 'sanitary', 'conditions', ',', 'the', 'safe', 'occupancy', 'thereof', ',', 'and', 'the', 'safe', 'utilization', 'of', 'the', 'appliances', ',', 'equipment', ',', 'and', 'fixtures', '.']"
112,LITBUSCIT,Litter on public places - citizens,"Section 10.24.060 - Litter on public places - Responsibililty of citzens: No person shall sweep into or deposit in any gutter, street, or any other public place within the area of metropolitan government, the accumulation of litter from any building or lot or from any public or private sidewalk or driveway. Persons owning or occupying property shall keep the sidewalk in front of their premises free of litter.",CAMCL_LIT_PRVPROP,"['Litter', 'on', 'public', 'places', '-', 'citizens']","['Section', '10.24.060', '-', 'Litter', 'on', 'public', 'places', '-', 'Responsibililty', 'of', 'citzens', ':', 'No', 'person', 'shall', 'sweep', 'into', 'or', 'deposit', 'in', 'any', 'gutter', ',', 'street', ',', 'or', 'any', 'other', 'public', 'place', 'within', 'the', 'area', 'of', 'metropolitan', 'government', ',', 'the', 'accumulation', 'of', 'litter', 'from', 'any', 'building', 'or', 'lot', 'or', 'from', 'any', 'public', 'or', 'private', 'sidewalk', 'or', 'driveway', '.', 'Persons', 'owning', 'or', 'occupying', 'property', 'shall', 'keep', 'the', 'sidewalk', 'in', 'front', 'of', 'their', 'premises', 'free', 'of', 'litter', '.']"
113,LITBUSREP,Litter on business premises -owner,"Section 10.24.050 - Litter on business premises - Responsibility of owners: No person owning or occupying a place of business shall sweep into or deposit in any gutter, street or other public place within the area of metropolitan government the accumulation of litter from any building or lot or from any public or private sidewalk or driveway. Persons owning or occupying places of business within the area of metropolitan government shall keep the sidewalk in front of their business premises free of litter.",CAMCL_LIT_BUSCIT,"['Litter', 'on', 'business', 'premises', '-owner']","['Section', '10.24.050', '-', 'Litter', 'on', 'business', 'premises', '-', 'Responsibility', 'of', 'owners', ':', 'No', 'person', 'owning', 'or', 'occupying', 'a', 'place', 'of', 'business', 'shall', 'sweep', 'into', 'or', 'deposit', 'in', 'any', 'gutter', ',', 'street', 'or', 'other', 'public', 'place', 'within', 'the', 'area', 'of', 'metropolitan', 'government', 'the', 'accumulation', 'of', 'litter', 'from', 'any', 'building', 'or', 'lot', 'or', 'from', 'any', 'public', 'or', 'private', 'sidewalk', 'or', 'driveway', '.', 'Persons', 'owning', 'or', 'occupying', 'places', 'of', 'business', 'within', 'the', 'area', 'of', 'metropolitan', 'government', 'shall', 'keep', 'the', 'sidewalk', 'in', 'front', 'of', 'their', 'business', 'premises', 'free', 'of', 'litter', '.']"
114,LITHNBILLP,Handbills - distribution in public,"Section 10.24.030 - Handbills - Distribution in public places: No person shall throw or deposit any commercial or noncommercial handbill in or upon any sidewalk, street or other public place within the area of metropolitan government. Nor shall any person hand out or distribute or sell any commercial handbill in any public place. Provided, however, that it is not unlawful on any sidewalk, street, or other public place within the area of metropolitan government for any person to hand out or distribute, without charge to the receiver thereof, any commercial or noncommercial handbill to any person willing to accept it.",CAMCL_LIT_HNBILL_VEH,"['Handbills', '-', 'distribution', 'in', 'public']","['Section', '10.24.030', '-', 'Handbills', '-', 'Distribution', 'in', 'public', 'places', ':', 'No', 'person', 'shall', 'throw', 'or', 'deposit', 'any', 'commercial', 'or', 'noncommercial', 'handbill', 'in', 'or', 'upon', 'any', 'sidewalk', ',', 'street', 'or', 'other', 'public', 'place', 'within', 'the', 'area', 'of', 'metropolitan', 'government', '.', 'Nor', 'shall', 'any', 'person', 'hand', 'out', 'or', 'distribute', 'or', 'sell', 'any', 'commercial', 'handbill', 'in', 'any', 'public', 'place', '.', 'Provided', ',', 'however', ',', 'that', 'it', 'is', 'not', 'unlawful', 'on', 'any', 'sidewalk', ',', 'street', ',', 'or', 'other', 'public', 'place', 'within', 'the', 'area', 'of', 'metropolitan', 'government', 'for', 'any', 'person', 'to', 'hand', 'out', 'or', 'distribute', ',', 'without', 'charge', 'to', 'the', 'receiver', 'thereof', ',', 'any', 'commercial', 'or', 'noncommercial', 'handbill', 'to', 'any', 'person', 'willing', 'to', 'accept', 'it', '.']"
115,LITHNBILLV,Handbills - distribution on vehicles,"Section 10.24.040 - Handbills-Distribution on vehicles: No person shall throw or deposit any commercial or noncommercial handbill in or upon any vehicle. Provided, however, that it is not unlawful in any public place for a person to hand out or distribute to the receiver thereof, a commercial or noncommercial handbill to any occupant of a vehicle who is willing to accept it.",CAMCL_LIT_BUSREP,"['Handbills', '-', 'distribution', 'on', 'vehicles']","['Section', '10.24.040', '-', 'Handbills-Distribution', 'on', 'vehicles', ':', 'No', 'person', 'shall', 'throw', 'or', 'deposit', 'any', 'commercial', 'or', 'noncommercial', 'handbill', 'in', 'or', 'upon', 'any', 'vehicle', '.', 'Provided', ',', 'however', ',', 'that', 'it', 'is', 'not', 'unlawful', 'in', 'any', 'public', 'place', 'for', 'a', 'person', 'to', 'hand', 'out', 'or', 'distribute', 'to', 'the', 'receiver', 'thereof', ',', 'a', 'commercial', 'or', 'noncommercial', 'handbill', 'to', 'any', 'occupant', 'of', 'a', 'vehicle', 'who', 'is', 'willing', 'to', 'accept', 'it', '.']"
116,LITNOTICE,Posting notices prohibited,"Section 10.24.020 - Posting notices prohibited when: No person shall post or affix any notice, poster or other paper or device, calculated to attract the attention of the public to any public lamppost, public utility pole or public shade tree, or upon any public structure or building, except as may be authorized or required by law.",CAMCL_LIT_HNBILL_PUB,"['Posting', 'notices', 'prohibited']","['Section', '10.24.020', '-', 'Posting', 'notices', 'prohibited', 'when', ':', 'No', 'person', 'shall', 'post', 'or', 'affix', 'any', 'notice', ',', 'poster', 'or', 'other', 'paper', 'or', 'device', ',', 'calculated', 'to', 'attract', 'the', 'attention', 'of', 'the', 'public', 'to', 'any', 'public', 'lamppost', ',', 'public', 'utility', 'pole', 'or', 'public', 'shade', 'tree', ',', 'or', 'upon', 'any', 'public', 'structure', 'or', 'building', ',', 'except', 'as', 'may', 'be', 'authorized', 'or', 'required', 'by', 'law', '.']"
117,LITPRO,Proper placement in receptacles ,"Section 10.24.110 - Proper placement in receptacles required: Persons placing litter in public receptacles or in authorized private receptacles shall do so in such a manner as to prevent it from being carried or deposited by the elements upon any street, sidewalk or other public place or upon private property.",CAMCL_LIT_WATER,"['Proper', 'placement', 'in', 'receptacles']","['Section', '10.24.110', '-', 'Proper', 'placement', 'in', 'receptacles', 'required', ':', 'Persons', 'placing', 'litter', 'in', 'public', 'receptacles', 'or', 'in', 'authorized', 'private', 'receptacles', 'shall', 'do', 'so', 'in', 'such', 'a', 'manner', 'as', 'to', 'prevent', 'it', 'from', 'being', 'carried', 'or', 'deposited', 'by', 'the', 'elements', 'upon', 'any', 'street', ',', 'sidewalk', 'or', 'other', 'public', 'place', 'or', 'upon', 'private', 'property', '.']"
118,LITPRVPROO,Litter on private property - owners,"Section 10.24.070 - Litter on private property - Responsibility of owners: The owner or person in control of any private property shall at all times maintain the premises free of litter. Provided, however, that this section shall not prohibit the storage of litter in authorized private receptacles for collection.",CAMCL_LIT_PRVPROP_GN,"['Litter', 'on', 'private', 'property', '-', 'owners']","['Section', '10.24.070', '-', 'Litter', 'on', 'private', 'property', '-', 'Responsibility', 'of', 'owners', ':', 'The', 'owner', 'or', 'person', 'in', 'control', 'of', 'any', 'private', 'property', 'shall', 'at', 'all', 'times', 'maintain', 'the', 'premises', 'free', 'of', 'litter', '.', 'Provided', ',', 'however', ',', 'that', 'this', 'section', 'shall', 'not', 'prohibit', 'the', 'storage', 'of', 'litter', 'in', 'authorized', 'private', 'receptacles', 'for', 'collection', '.']"
119,LITPRVPROP,Litter on occupied private property,"Section 10.24.080 - Litter on occupied private property: No person shall throw or deposit litter on any occupied private property within the area of metropolitan government, whether owned by such person or not, except that the owner or person in control of private property may maintain authorized private receptacles for collection in such a manner that litter will be prevented from being carried or deposited by the elements upon any street, sidewalk or other public place or upon any private property.",CAMCL_LIT_PROPPL,"['Litter', 'on', 'occupied', 'private', 'property']","['Section', '10.24.080', '-', 'Litter', 'on', 'occupied', 'private', 'property', ':', 'No', 'person', 'shall', 'throw', 'or', 'deposit', 'litter', 'on', 'any', 'occupied', 'private', 'property', 'within', 'the', 'area', 'of', 'metropolitan', 'government', ',', 'whether', 'owned', 'by', 'such', 'person', 'or', 'not', ',', 'except', 'that', 'the', 'owner', 'or', 'person', 'in', 'control', 'of', 'private', 'property', 'may', 'maintain', 'authorized', 'private', 'receptacles', 'for', 'collection', 'in', 'such', 'a', 'manner', 'that', 'litter', 'will', 'be', 'prevented', 'from', 'being', 'carried', 'or', 'deposited', 'by', 'the', 'elements', 'upon', 'any', 'street', ',', 'sidewalk', 'or', 'other', 'public', 'place', 'or', 'upon', 'any', 'private', 'property', '.']"
120,LITVACLOT,Litter on vacant lots,Section 10.24.140 - Litter on vacant lots: No person shall throw or deposit litter on any open or vacant private property within the area of metropolitan government whether owned by such person or not.,CAMCL_LIT_VEH,"['Litter', 'on', 'vacant', 'lots']","['Section', '10.24.140', '-', 'Litter', 'on', 'vacant', 'lots', ':', 'No', 'person', 'shall', 'throw', 'or', 'deposit', 'litter', 'on', 'any', 'open', 'or', 'vacant', 'private', 'property', 'within', 'the', 'area', 'of', 'metropolitan', 'government', 'whether', 'owned', 'by', 'such', 'person', 'or', 'not', '.']"
121,LITVEH,Litter from vehicles,"Section 10.24.150 - Litter from vehicles - Liability of drivers: No person, while a driver or passenger in a vehicle, shall throw or deposit litter upon any street or other public place within the area of metropolitan government, or upon private property. The driver of a vehicle from which litter is thrown shall be deemed prima facie liable for any litter thrown from the vehicle.",CAMCL_LIT_VEHLOAD,"['Litter', 'from', 'vehicles']","['Section', '10.24.150', '-', 'Litter', 'from', 'vehicles', '-', 'Liability', 'of', 'drivers', ':', 'No', 'person', ',', 'while', 'a', 'driver', 'or', 'passenger', 'in', 'a', 'vehicle', ',', 'shall', 'throw', 'or', 'deposit', 'litter', 'upon', 'any', 'street', 'or', 'other', 'public', 'place', 'within', 'the', 'area', 'of', 'metropolitan', 'government', ',', 'or', 'upon', 'private', 'property', '.', 'The', 'driver', 'of', 'a', 'vehicle', 'from', 'which', 'litter', 'is', 'thrown', 'shall', 'be', 'deemed', 'prima', 'facie', 'liable', 'for', 'any', 'litter', 'thrown', 'from', 'the', 'vehicle', '.']"
122,LITVEHLOAD,Litter from vehicle loads tires,"Section 10.24.160 - Litter from vehicle loads and tires: No person shall drive or move any truck or other vehicle within the area of metropolitan government unless such vehicle is so constructed or loaded as to prevent any load, contents or litter from being blown or deposited upon any street, alley or other public place. Nor shall any person drive or move any vehicle or truck within the area of metropolitan government, the wheels or tires of which carry onto or deposit in any street, alley or other public place, mud, dirt, sticky substances, litter or foreign matter of any kind, sufficient in amount to create a danger to the public in this full utilization of such street, alley or other public place.",CAMCL_ROD_STOGAR,"['Litter', 'from', 'vehicle', 'loads', 'tires']","['Section', '10.24.160', '-', 'Litter', 'from', 'vehicle', 'loads', 'and', 'tires', ':', 'No', 'person', 'shall', 'drive', 'or', 'move', 'any', 'truck', 'or', 'other', 'vehicle', 'within', 'the', 'area', 'of', 'metropolitan', 'government', 'unless', 'such', 'vehicle', 'is', 'so', 'constructed', 'or', 'loaded', 'as', 'to', 'prevent', 'any', 'load', ',', 'contents', 'or', 'litter', 'from', 'being', 'blown', 'or', 'deposited', 'upon', 'any', 'street', ',', 'alley', 'or', 'other', 'public', 'place', '.', 'Nor', 'shall', 'any', 'person', 'drive', 'or', 'move', 'any', 'vehicle', 'or', 'truck', 'within', 'the', 'area', 'of', 'metropolitan', 'government', ',', 'the', 'wheels', 'or', 'tires', 'of', 'which', 'carry', 'onto', 'or', 'deposit', 'in', 'any', 'street', ',', 'alley', 'or', 'other', 'public', 'place', ',', 'mud', ',', 'dirt', ',', 'sticky', 'substances', ',', 'litter', 'or', 'foreign', 'matter', 'of', 'any', 'kind', ',', 'sufficient', 'in', 'amount', 'to', 'create', 'a', 'danger', 'to', 'the', 'public', 'in', 'this', 'full', 'utilization', 'of', 'such', 'street', ',', 'alley', 'or', 'other', 'public', 'place', '.']"
123,LITWATER,Litter in water,"Section 10.24.130 - Litter in bodies of water: No person shall throw or deposit litter in any fountain, pond, lake, stream, bay or any other body of water in a park or elsewhere within the area of metropolitan government.",CAMCL_LIT_VACLOT,"['Litter', 'in', 'water']","['Section', '10.24.130', '-', 'Litter', 'in', 'bodies', 'of', 'water', ':', 'No', 'person', 'shall', 'throw', 'or', 'deposit', 'litter', 'in', 'any', 'fountain', ',', 'pond', ',', 'lake', ',', 'stream', ',', 'bay', 'or', 'any', 'other', 'body', 'of', 'water', 'in', 'a', 'park', 'or', 'elsewhere', 'within', 'the', 'area', 'of', 'metropolitan', 'government', '.']"
124,MECHCOMB,Mechanical Equip – Remove of Combus Prod,Section 16.24.480 (B) - Mechanical Equipment (Combustion Products) All fuel-burning equipment and appliances shall be connected to an approved chimney or vent.,CAAM_MECH_COMB,"['Mechanical', 'Equip', '–', 'Remove', 'of', 'Combus', 'Prod']","['Section', '16.24.480', '(', 'B', ')', '-', 'Mechanical', 'Equipment', '(', 'Combustion', 'Products', ')', 'All', 'fuel-burning', 'equipment', 'and', 'appliances', 'shall', 'be', 'connected', 'to', 'an', 'approved', 'chimney', 'or', 'vent', '.']"
125,MECHEQUIP,Mechanical Equip – Appliances,"Section 16.24.480 (A) - Mechanical Equipment (Appliances) All mechanical appliances, fireplaces, solid fuel-burning appliances, cooking appliances, and water heating appliances shall be properly installed and maintained in a safe working condition and shall be capable of performing the intended function.",CAAM_MECH_EQUIP,"['Mechanical', 'Equip', '–', 'Appliances']","['Section', '16.24.480', '(', 'A', ')', '-', 'Mechanical', 'Equipment', '(', 'Appliances', ')', 'All', 'mechanical', 'appliances', ',', 'fireplaces', ',', 'solid', 'fuel-burning', 'appliances', ',', 'cooking', 'appliances', ',', 'and', 'water', 'heating', 'appliances', 'shall', 'be', 'properly', 'installed', 'and', 'maintained', 'in', 'a', 'safe', 'working', 'condition', 'and', 'shall', 'be', 'capable', 'of', 'performing', 'the', 'intended', 'function', '.']"
127,NOISE,Continuous & Intermittent Noise,Section 17.28.090 (C) - Noise Levels: Sound level of continuous and intermittent noise exceeds maximum sound levels across lot lines or district boundaries.,CAZZ_NOISE,"['Continuous', '&', 'Intermittent', 'Noise']","['Section', '17.28.090', '(', 'C', ')', '-', 'Noise', 'Levels', ':', 'Sound', 'level', 'of', 'continuous', 'and', 'intermittent', 'noise', 'exceeds', 'maximum', 'sound', 'levels', 'across', 'lot', 'lines', 'or', 'district', 'boundaries', '.']"
128,NUISGARB,Garbage causing nuisance,"Section 10.20.120 - Nusiance Declared: It is unlawful for any person to keep, cause to be kept, or allow the keeping of garbage or rubbish on any premises within the area of the metropolitan government in such manner that it will become offensive or deleterious to health or likely to cause disease, and the same is declared a public nuisance. ",CAMCL_NUIS_GARB,"['Garbage', 'causing', 'nuisance']","['Section', '10.20.120', '-', 'Nusiance', 'Declared', ':', 'It', 'is', 'unlawful', 'for', 'any', 'person', 'to', 'keep', ',', 'cause', 'to', 'be', 'kept', ',', 'or', 'allow', 'the', 'keeping', 'of', 'garbage', 'or', 'rubbish', 'on', 'any', 'premises', 'within', 'the', 'area', 'of', 'the', 'metropolitan', 'government', 'in', 'such', 'manner', 'that', 'it', 'will', 'become', 'offensive', 'or', 'deleterious', 'to', 'health', 'or', 'likely', 'to', 'cause', 'disease', ',', 'and', 'the', 'same', 'is', 'declared', 'a', 'public', 'nuisance', '.']"
129,OCCUPACC,Occupancy – Access from Bedrooms,Section 16.24.400 (F) - Occupancy (Access to Bedrooms) Bedrooms shall not constitute the only means of access to other bedrooms or habitable spaces and shall not serve as the only means of egress from other habitable spaces.,CAAH_OCCUP_ACCESS,"['Occupancy', '–', 'Access', 'from', 'Bedrooms']","['Section', '16.24.400', '(', 'F', ')', '-', 'Occupancy', '(', 'Access', 'to', 'Bedrooms', ')', 'Bedrooms', 'shall', 'not', 'constitute', 'the', 'only', 'means', 'of', 'access', 'to', 'other', 'bedrooms', 'or', 'habitable', 'spaces', 'and', 'shall', 'not', 'serve', 'as', 'the', 'only', 'means', 'of', 'egress', 'from', 'other', 'habitable', 'spaces', '.']"
130,OCCUPBED,Occupancy – Bedroom Requirements,Section 16.24.400 (D) - Occupancy (Bedroom Requirements) Every bedroom shall comply with the requirements of Sections 16.24.400(E) through 16.24.400(I),CAAH_OCCUP_BEDRM,"['Occupancy', '–', 'Bedroom', 'Requirements']","['Section', '16.24.400', '(', 'D', ')', '-', 'Occupancy', '(', 'Bedroom', 'Requirements', ')', 'Every', 'bedroom', 'shall', 'comply', 'with', 'the', 'requirements', 'of', 'Sections', '16.24.400', '(', 'E', ')', 'through', '16.24.400', '(', 'I', ')']"
131,OCCUPLIMPV,Occupancy Limits – Privacy,"Section 16.24.400 (A) - Occupancy Limits (Privacy) Dwelling units, hotel units, rooming units, and dormitory units shall be arranged to provide privacy and be separate from other adjoining spaces.",CAAH_OCCUP_LIMPVY,"['Occupancy', 'Limits', '–', 'Privacy']","['Section', '16.24.400', '(', 'A', ')', '-', 'Occupancy', 'Limits', '(', 'Privacy', ')', 'Dwelling', 'units', ',', 'hotel', 'units', ',', 'rooming', 'units', ',', 'and', 'dormitory', 'units', 'shall', 'be', 'arranged', 'to', 'provide', 'privacy', 'and', 'be', 'separate', 'from', 'other', 'adjoining', 'spaces', '.']"
132,OCCUPOCRWD,Occupancy – Overcrowding,Section 16.24.400 (J) - Occupancy (Overcrowding) Dwelling units shall not be occupied by more occupants than are permitted by the minimum area requirements of Table 16.24.400.,CAAH_OCCUP_OCRWD,"['Occupancy', '–', 'Overcrowding']","['Section', '16.24.400', '(', 'J', ')', '-', 'Occupancy', '(', 'Overcrowding', ')', 'Dwelling', 'units', 'shall', 'not', 'be', 'occupied', 'by', 'more', 'occupants', 'than', 'are', 'permitted', 'by', 'the', 'minimum', 'area', 'requirements', 'of', 'Table', '16.24.400', '.']"
133,OCCUPOREQ,Occupancy – Other Requirements,"Section 16.24.400 (I) - Occupancy (Other Requirements) Bedrooms shall comply with the applicable provisions of this chapter including, but not limited to, the light, ventilation, room area, ceiling height and room width requirements; the plumbing facilities and water-heating facilities requirements; the heating facilities, electrical receptacle requirements; and the smoke detector and emergency escape requirements.",CAAH_OCCUP_OREQ,"['Occupancy', '–', 'Other', 'Requirements']","['Section', '16.24.400', '(', 'I', ')', '-', 'Occupancy', '(', 'Other', 'Requirements', ')', 'Bedrooms', 'shall', 'comply', 'with', 'the', 'applicable', 'provisions', 'of', 'this', 'chapter', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'the', 'light', ',', 'ventilation', ',', 'room', 'area', ',', 'ceiling', 'height', 'and', 'room', 'width', 'requirements', ';', 'the', 'plumbing', 'facilities', 'and', 'water-heating', 'facilities', 'requirements', ';', 'the', 'heating', 'facilities', ',', 'electrical', 'receptacle', 'requirements', ';', 'and', 'the', 'smoke', 'detector', 'and', 'emergency', 'escape', 'requirements', '.']"
134,OCCUPPROH,Occupancy Prohibited,Section 16.24.400 (H) - Occupancy Prohibited Kitchens and non-habitable spaces shall not be used for sleeping purposes.,CAAH_OCCUP_PROHIB,"['Occupancy', 'Prohibited']","['Section', '16.24.400', '(', 'H', ')', '-', 'Occupancy', 'Prohibited', 'Kitchens', 'and', 'non-habitable', 'spaces', 'shall', 'not', 'be', 'used', 'for', 'sleeping', 'purposes', '.']"
135,OCCUPRMHGT,Occupancy – Minimum Ceiling Heights,"Section 16.24.400 (C) - Occupancy (Minimum Ceiling Height) Habitable spaces, hallways, corridors, laundry areas, bathrooms, toilet rooms and habitable basement areas shall have a clear ceiling height of not less than seven feet.",CAAH_OCCUP_RMHGT,"['Occupancy', '–', 'Minimum', 'Ceiling', 'Heights']","['Section', '16.24.400', '(', 'C', ')', '-', 'Occupancy', '(', 'Minimum', 'Ceiling', 'Height', ')', 'Habitable', 'spaces', ',', 'hallways', ',', 'corridors', ',', 'laundry', 'areas', ',', 'bathrooms', ',', 'toilet', 'rooms', 'and', 'habitable', 'basement', 'areas', 'shall', 'have', 'a', 'clear', 'ceiling', 'height', 'of', 'not', 'less', 'than', 'seven', 'feet', '.']"
136,OCCUPRMWID,Occupancy – Minimum Room Widths,"Section 16.34.400 (B) - Occupancy (Minimum Room Width) A habitable space, other than a kitchen, shall not be less than seven feet in any plan dimension. Kitchens shall have a clear passageway of not less than three feet between counter fronts and appliances or counter fronts and walls.",CAAH_OCCUP_RMWID,"['Occupancy', '–', 'Minimum', 'Room', 'Widths']","['Section', '16.34.400', '(', 'B', ')', '-', 'Occupancy', '(', 'Minimum', 'Room', 'Width', ')', 'A', 'habitable', 'space', ',', 'other', 'than', 'a', 'kitchen', ',', 'shall', 'not', 'be', 'less', 'than', 'seven', 'feet', 'in', 'any', 'plan', 'dimension', '.', 'Kitchens', 'shall', 'have', 'a', 'clear', 'passageway', 'of', 'not', 'less', 'than', 'three', 'feet', 'between', 'counter', 'fronts', 'and', 'appliances', 'or', 'counter', 'fronts', 'and', 'walls', '.']"
137,OCCUPSLEEP,Occupancy – Sleeping Rooms,"Section 16.24.400 (E) - Occupancy (Sleeping Rooms) Every bedroom occupied by one person shall contain at least seventy square feet of floor area, and every bedroom occupied by more than one person shall contain at least fifty square feet of floor area for each occupant thereof.",CAAH_OCCUP_SLEEPRM,"['Occupancy', '–', 'Sleeping', 'Rooms']","['Section', '16.24.400', '(', 'E', ')', '-', 'Occupancy', '(', 'Sleeping', 'Rooms', ')', 'Every', 'bedroom', 'occupied', 'by', 'one', 'person', 'shall', 'contain', 'at', 'least', 'seventy', 'square', 'feet', 'of', 'floor', 'area', ',', 'and', 'every', 'bedroom', 'occupied', 'by', 'more', 'than', 'one', 'person', 'shall', 'contain', 'at', 'least', 'fifty', 'square', 'feet', 'of', 'floor', 'area', 'for', 'each', 'occupant', 'thereof', '.']"
138,OCCUPWCACC,Occupancy – Water Closet Access,Section 16.24.400 (G) - Occupancy (Water Closet Access) Every bedroom shall have access to at least one water closet and one lavatory without passing through another bedroom. Every bedroom in a dwelling unit shall have access to at least one water closet and lavatory located in the same story as the bedroom or an adjacent story.,CAAH_OCCUP_WCACC,"['Occupancy', '–', 'Water', 'Closet', 'Access']","['Section', '16.24.400', '(', 'G', ')', '-', 'Occupancy', '(', 'Water', 'Closet', 'Access', ')', 'Every', 'bedroom', 'shall', 'have', 'access', 'to', 'at', 'least', 'one', 'water', 'closet', 'and', 'one', 'lavatory', 'without', 'passing', 'through', 'another', 'bedroom', '.', 'Every', 'bedroom', 'in', 'a', 'dwelling', 'unit', 'shall', 'have', 'access', 'to', 'at', 'least', 'one', 'water', 'closet', 'and', 'lavatory', 'located', 'in', 'the', 'same', 'story', 'as', 'the', 'bedroom', 'or', 'an', 'adjacent', 'story', '.']"
139,OPNSTOR,Exterior Prop Area – Open Storage - All,"Section 16.24.330 (B) – Open Storage: It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of any inoperable, unlicensed, or unregistered motor vehicle; appliance; building material, including glass, brick, stone, wood, or metal; rubbish, tires; automotive parts; or debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",CAAH_OPN_STOR,"['Exterior', 'Prop', 'Area', '–', 'Open', 'Storage', '-', 'All']","['Section', '16.24.330', '(', 'B', ')', '–', 'Open', 'Storage', ':', 'It', 'is', 'unlawful', 'for', 'the', 'owner', ',', 'occupant', ',', 'or', 'person', 'or', 'entity', 'in', 'control', 'of', 'a', 'building', ',', 'structure', ',', 'or', 'premises', 'to', 'utilize', 'the', 'premises', 'of', 'such', 'property', 'for', 'the', 'open', 'storage', 'of', 'any', 'inoperable', ',', 'unlicensed', ',', 'or', 'unregistered', 'motor', 'vehicle', ';', 'appliance', ';', 'building', 'material', ',', 'including', 'glass', ',', 'brick', ',', 'stone', ',', 'wood', ',', 'or', 'metal', ';', 'rubbish', ',', 'tires', ';', 'automotive', 'parts', ';', 'or', 'debris', ',', 'including', 'but', 'not', 'limited', 'to', 'weeds', ',', 'dead', 'trees', ',', 'trash', ',', 'rubbish', ',', 'garbage', ',', 'etc.', ',', 'or', 'similar', 'items', '.']"
