,id,type,desc,text,remedial
104,105,INTINTDOOR,Interior of Buildings – Interior Doors,"Section 16.24.350 (F) - Interior Doors. Every interior door shall fit reasonably well within its frame and shall be capable of being opened and closed by being properly and securely attached to jambs, headers, or tracks as intended by the manufacturer of the attachment hardware.",CAAH_INT_INTDOOR
105,106,INTSTAIR,Interior of Bldgs – Stairs Walking Surf,"Section 16.24.350 (D) - Stairs and Walking Surfaces. Every stair, ramp, landing, balcony, porch, deck or other walking surface shall be maintained in sound condition and in good repair.",CAAH_INT_STAIR
107,108,LIGHTCHALL,Light – Common Halls and Stairways,"Section 16.24.380 (B) - Light (Common Areas) Every common hall and stairway in residential occupancies, other than in one- and two-family dwellings, shall be lighted at all times with at least a sixty watt standard incandescent light bulb for each two hundred square feet of floor area of said common hall or stairway, or equivalent illumination, provided that the spacing between lights shall not be greater than thirty feet. In other than residential occupancies, means of egress, including exterior means of egress stairways, shall be illuminated at all times with a minimum of one foot candle at floors, landings, and treads.",CAAH_LIGHT_CHALL
108,109,LIGHTEMISS,Lighting (Emission),Section 17.28.100 (A) - Lighting (Emission): All site lighting shall be shielded so that substantially all directly emitted light falls within the property line. ,CAAZ_LIGHT_EMISSION
109,110,LIGHTHSPC,Light – Habitable Spaces,"Section 16.24.380 (A) - Light (Habitable Spaces) In residential occupancies, every habitable space shall have at least one window of approved size facing directly to the outdoors or to a court. The minimum total glazed area for every habitable space shall be eight percent of the floor area of such room. Wherever a wall or other obstructions face a window of a habitable space and such obstruction is located less than three feet from the window and extends to a level above that of the ceiling of the habitable space, such window shall not be deemed to face directly to the outdoors nor to a court and shall not be included as contributing to the required minimum total window area for the habitable space.",CAAH_LIGHT_HSPC
110,111,LIGHTMAX,Lighting (MAX Level),Section 17.28.100 (A) - Lighting (Max Level): No illumination in excess of one-half foot candle shall be permitted across the boundary of any adjacent residential property or public street.,CAAZ_LIGHT_MAX
111,112,LIGHTOTR,Light – Other Spaces,"Section 16.24.380 (C) - Light (Other Spaces) All other spaces in residential and nonresidential buildings and structures shall be provided with natural or artificial light sufficient to permit the maintenance of sanitary conditions, the safe occupancy thereof, and the safe utilization of the appliances, equipment, and fixtures.",CAAH_LIGHT_OTR
112,113,LITBUSCIT,Litter on public places - citizens,"Section 10.24.060 - Litter on public places - Responsibililty of citzens: No person shall sweep into or deposit in any gutter, street, or any other public place within the area of metropolitan government, the accumulation of litter from any building or lot or from any public or private sidewalk or driveway. Persons owning or occupying property shall keep the sidewalk in front of their premises free of litter.",CAMCL_LIT_PRVPROP
113,114,LITBUSREP,Litter on business premises -owner,"Section 10.24.050 - Litter on business premises - Responsibility of owners: No person owning or occupying a place of business shall sweep into or deposit in any gutter, street or other public place within the area of metropolitan government the accumulation of litter from any building or lot or from any public or private sidewalk or driveway. Persons owning or occupying places of business within the area of metropolitan government shall keep the sidewalk in front of their business premises free of litter.",CAMCL_LIT_BUSCIT
114,115,LITHNBILLP,Handbills - distribution in public,"Section 10.24.030 - Handbills - Distribution in public places: No person shall throw or deposit any commercial or noncommercial handbill in or upon any sidewalk, street or other public place within the area of metropolitan government. Nor shall any person hand out or distribute or sell any commercial handbill in any public place. Provided, however, that it is not unlawful on any sidewalk, street, or other public place within the area of metropolitan government for any person to hand out or distribute, without charge to the receiver thereof, any commercial or noncommercial handbill to any person willing to accept it.",CAMCL_LIT_HNBILL_VEH
115,116,LITHNBILLV,Handbills - distribution on vehicles,"Section 10.24.040 - Handbills-Distribution on vehicles: No person shall throw or deposit any commercial or noncommercial handbill in or upon any vehicle. Provided, however, that it is not unlawful in any public place for a person to hand out or distribute to the receiver thereof, a commercial or noncommercial handbill to any occupant of a vehicle who is willing to accept it.",CAMCL_LIT_BUSREP
116,117,LITNOTICE,Posting notices prohibited,"Section 10.24.020 - Posting notices prohibited when: No person shall post or affix any notice, poster or other paper or device, calculated to attract the attention of the public to any public lamppost, public utility pole or public shade tree, or upon any public structure or building, except as may be authorized or required by law.",CAMCL_LIT_HNBILL_PUB
117,118,LITPRO,Proper placement in receptacles ,"Section 10.24.110 - Proper placement in receptacles required: Persons placing litter in public receptacles or in authorized private receptacles shall do so in such a manner as to prevent it from being carried or deposited by the elements upon any street, sidewalk or other public place or upon private property.",CAMCL_LIT_WATER
118,119,LITPRVPROO,Litter on private property - owners,"Section 10.24.070 - Litter on private property - Responsibility of owners: The owner or person in control of any private property shall at all times maintain the premises free of litter. Provided, however, that this section shall not prohibit the storage of litter in authorized private receptacles for collection.",CAMCL_LIT_PRVPROP_GN
119,120,LITPRVPROP,Litter on occupied private property,"Section 10.24.080 - Litter on occupied private property: No person shall throw or deposit litter on any occupied private property within the area of metropolitan government, whether owned by such person or not, except that the owner or person in control of private property may maintain authorized private receptacles for collection in such a manner that litter will be prevented from being carried or deposited by the elements upon any street, sidewalk or other public place or upon any private property.",CAMCL_LIT_PROPPL
120,121,LITVACLOT,Litter on vacant lots,Section 10.24.140 - Litter on vacant lots: No person shall throw or deposit litter on any open or vacant private property within the area of metropolitan government whether owned by such person or not.,CAMCL_LIT_VEH
121,122,LITVEH,Litter from vehicles,"Section 10.24.150 - Litter from vehicles - Liability of drivers: No person, while a driver or passenger in a vehicle, shall throw or deposit litter upon any street or other public place within the area of metropolitan government, or upon private property. The driver of a vehicle from which litter is thrown shall be deemed prima facie liable for any litter thrown from the vehicle.",CAMCL_LIT_VEHLOAD
122,123,LITVEHLOAD,Litter from vehicle loads tires,"Section 10.24.160 - Litter from vehicle loads and tires: No person shall drive or move any truck or other vehicle within the area of metropolitan government unless such vehicle is so constructed or loaded as to prevent any load, contents or litter from being blown or deposited upon any street, alley or other public place. Nor shall any person drive or move any vehicle or truck within the area of metropolitan government, the wheels or tires of which carry onto or deposit in any street, alley or other public place, mud, dirt, sticky substances, litter or foreign matter of any kind, sufficient in amount to create a danger to the public in this full utilization of such street, alley or other public place.",CAMCL_ROD_STOGAR
123,124,LITWATER,Litter in water,"Section 10.24.130 - Litter in bodies of water: No person shall throw or deposit litter in any fountain, pond, lake, stream, bay or any other body of water in a park or elsewhere within the area of metropolitan government.",CAMCL_LIT_VACLOT
124,125,MECHCOMB,Mechanical Equip – Remove of Combus Prod,Section 16.24.480 (B) - Mechanical Equipment (Combustion Products) All fuel-burning equipment and appliances shall be connected to an approved chimney or vent.,CAAM_MECH_COMB
125,126,MECHEQUIP,Mechanical Equip – Appliances,"Section 16.24.480 (A) - Mechanical Equipment (Appliances) All mechanical appliances, fireplaces, solid fuel-burning appliances, cooking appliances, and water heating appliances shall be properly installed and maintained in a safe working condition and shall be capable of performing the intended function.",CAAM_MECH_EQUIP
127,128,NOISE,Continuous & Intermittent Noise,Section 17.28.090 (C) - Noise Levels: Sound level of continuous and intermittent noise exceeds maximum sound levels across lot lines or district boundaries.,CAZZ_NOISE
128,129,NUISGARB,Garbage causing nuisance,"Section 10.20.120 - Nusiance Declared: It is unlawful for any person to keep, cause to be kept, or allow the keeping of garbage or rubbish on any premises within the area of the metropolitan government in such manner that it will become offensive or deleterious to health or likely to cause disease, and the same is declared a public nuisance. ",CAMCL_NUIS_GARB
129,130,OCCUPACC,Occupancy – Access from Bedrooms,Section 16.24.400 (F) - Occupancy (Access to Bedrooms) Bedrooms shall not constitute the only means of access to other bedrooms or habitable spaces and shall not serve as the only means of egress from other habitable spaces.,CAAH_OCCUP_ACCESS
130,131,OCCUPBED,Occupancy – Bedroom Requirements,Section 16.24.400 (D) - Occupancy (Bedroom Requirements) Every bedroom shall comply with the requirements of Sections 16.24.400(E) through 16.24.400(I),CAAH_OCCUP_BEDRM
131,132,OCCUPLIMPV,Occupancy Limits – Privacy,"Section 16.24.400 (A) - Occupancy Limits (Privacy) Dwelling units, hotel units, rooming units, and dormitory units shall be arranged to provide privacy and be separate from other adjoining spaces.",CAAH_OCCUP_LIMPVY
132,133,OCCUPOCRWD,Occupancy – Overcrowding,Section 16.24.400 (J) - Occupancy (Overcrowding) Dwelling units shall not be occupied by more occupants than are permitted by the minimum area requirements of Table 16.24.400.,CAAH_OCCUP_OCRWD
133,134,OCCUPOREQ,Occupancy – Other Requirements,"Section 16.24.400 (I) - Occupancy (Other Requirements) Bedrooms shall comply with the applicable provisions of this chapter including, but not limited to, the light, ventilation, room area, ceiling height and room width requirements; the plumbing facilities and water-heating facilities requirements; the heating facilities, electrical receptacle requirements; and the smoke detector and emergency escape requirements.",CAAH_OCCUP_OREQ
134,135,OCCUPPROH,Occupancy Prohibited,Section 16.24.400 (H) - Occupancy Prohibited Kitchens and non-habitable spaces shall not be used for sleeping purposes.,CAAH_OCCUP_PROHIB
135,136,OCCUPRMHGT,Occupancy – Minimum Ceiling Heights,"Section 16.24.400 (C) - Occupancy (Minimum Ceiling Height) Habitable spaces, hallways, corridors, laundry areas, bathrooms, toilet rooms and habitable basement areas shall have a clear ceiling height of not less than seven feet.",CAAH_OCCUP_RMHGT
136,137,OCCUPRMWID,Occupancy – Minimum Room Widths,"Section 16.34.400 (B) - Occupancy (Minimum Room Width) A habitable space, other than a kitchen, shall not be less than seven feet in any plan dimension. Kitchens shall have a clear passageway of not less than three feet between counter fronts and appliances or counter fronts and walls.",CAAH_OCCUP_RMWID
137,138,OCCUPSLEEP,Occupancy – Sleeping Rooms,"Section 16.24.400 (E) - Occupancy (Sleeping Rooms) Every bedroom occupied by one person shall contain at least seventy square feet of floor area, and every bedroom occupied by more than one person shall contain at least fifty square feet of floor area for each occupant thereof.",CAAH_OCCUP_SLEEPRM
138,139,OCCUPWCACC,Occupancy – Water Closet Access,Section 16.24.400 (G) - Occupancy (Water Closet Access) Every bedroom shall have access to at least one water closet and one lavatory without passing through another bedroom. Every bedroom in a dwelling unit shall have access to at least one water closet and lavatory located in the same story as the bedroom or an adjacent story.,CAAH_OCCUP_WCACC
139,140,OPNSTOR,Exterior Prop Area – Open Storage - All,"Section 16.24.330 (B) – Open Storage: It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of any inoperable, unlicensed, or unregistered motor vehicle; appliance; building material, including glass, brick, stone, wood, or metal; rubbish, tires; automotive parts; or debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",CAAH_OPN_STOR
140,141,OPSTDB,Exterior Prop Area – Open Stor – Debris,"Section 16.24.330 (B) – Open Storage (Debris): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",CAAH_OPST_DEB
141,142,OPSTJTD,Exterior Prop Area – Open Storage – JTD,"Section 16.24.330 (B) – Open Storage (Junk, Trash, and Debris): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of appliances; building materials, including glass, brick, stone, wood, or metal; rubbish, tires; automotive parts; or debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",CAAH_OPST_JTD
142,143,OPSTVEH,Exterior Prop Area – Open Storage - Veh,"Section 16.24.330 (B) – Open Storage (Vehicles): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of any inoperable, unlicensed, or unregistered motor vehicle and/or tires and automotive parts.",CAAH_OPST_VEH
143,144,PAVINGPARK,Paving Permanent Parking Areas,"Section 17.20.070 (G) - Paving: Permanent parking areas containing five or more spaces shall be surfaced with asphalt or concrete, or other hard-surfaced dustless materials, and shall be constructed to provide adequate drainage. ",CAAZ_PAVING_PARK
144,145,PERMITREQ,Building and Zoning Permit Required,Section 17.40.520 - Zoning Permit Required: An application for a zoning permit must be filed with the zoning administrator prior to any person commencing any construction or alteration of a structure or initiating a change in the use of the property.,CAAZ_PERMIT_BLD_REQ
145,146,PLUMDWLUT,Plumbing – Dwelling Units,"Section 16.24.410 (A) - Plumbing (Dwelling Units) Every dwelling unit shall contain a bathtub or shower, lavatory, water closet, and kitchen sink which shall be maintained in a sanitary, safe working condition. The lavatory shall be placed in the same room as the water closet or be located in close proximity to the door leading directly into the room in which such water closet is located. A kitchen sink shall not be used as a substitute for the required lavatory.",CAAP_PLUM_DWLUT
146,147,PLUMEMFAC,Plumbing – Employee Facilities,"Section 16.24.410 (D) - Plumbing (Employee Facilities) A minimum of one water closet, one lavatory, and one drinking facility shall be available to employees. Drinking facilities shall be a drinking fountain, water cooler, bottled water cooler, or disposable cups next to a sink or water dispenser. Drinking facilities shall not be located in toilet rooms or bathrooms.",CAAP_PLUM_EMFAC
147,148,PLUMFIXCL,Plumbing Systems – Fixture Clearance,Section 16.24.430 (B) - Plumbing Systems (Fixtures) All plumbing fixtures shall have adequate clearances for usage and cleaning.,CAAP_PLUM_FIXCL
148,149,PLUMGENREQ,Plumbing Systems – General Requirements,"Section 16.24.430 (A) - Plumbing Systems (General) All plumbing fixtures shall be properly installed and maintained in working order, shall be kept free from obstructions, leaks and defects, and shall be capable of performing the function for which such plumbing fixtures are designed. All plumbing fixtures shall be maintained in a safe, sanitary and functional condition.",CAAP_PLUM_GENREQ
149,150,PLUMHOTEL,Plumbing – Hotel,"Section 16.24.410 (C) - Plumbing (Hotel) Where private water closets, lavatories, and baths or showers are not provided, one water closet, one lavatory, and one bathtub or shower having access from a public hallway shall be provided for each ten occupants of any hotel.",CAAP_PLUM_HOTEL
150,151,PLUMRMHSE,Plumbing – Rooming Houses,"Section 16.24.410 (B) - Plumbing (Rooming Houses) At least one water closet, lavatory, and bathtub or shower shall be supplied for each four rooming units in a rooming house.",CAAP_PLUM_RMHSE
151,152,PLUMSYSHAZ,Plumbing Systems – System Hazards,"Section 16.24.430 (C) - Plumbing Systems (Hazards) Where it is found that a plumbing fixture or system in a building, structure, or premises constitutes a hazard to the occupants or the building, structure, or premises by reason of inadequate service, inadequate venting, cross connection, back siphonage, improper installation, deterioration, damage, or for similar reasons, the director shall require the defects to be corrected to eliminate the hazard.",CAAP_PLUM_SYSHAZ
152,153,QUARHOLE,Nuisance declared - holes,"Section 10.52.020 - Nuisance declared when: Holes, ponds, ditches and other depressions created by the mining, quarrying or digging operations by means of which rock, gravel, clay or other commercial products of the ground are obtained therefrom, which are left open and accessible to human beings who may receive injuries by reason thereof, are declared to be a nuisance.",CAAZ_CAR_ROW
153,154,RESPMAINT,Failure to Maintain Bldgs or Structures,"Section 16.24.310 – Responsibility: The owner of the premises shall fully maintain the buildings, structures and premises in compliance with the requirements of Metro Codes chapter 16.24. An owner shall not occupy or permit another person to occupy a building, structure, or premises which is not in a safe, clean, and sanitary.",CAAH_RESP_MAINT
154,155,RESUESECRS,Security Residence,"Section 17.16.030 (C) - Security Residence: Residence fails to meet the requirements for a security residence because  occupancy requirement not met,  residence not above or in the same building as business or  residence is being rented.",CAAZ_REUSE_SECRES
155,156,RESUSECON,Consignment Sale,Section 17.16.030 (A) - Consignment Sale: Accessory use of residential property (consignment sale) not allowed because  minimum lot size requirement not met (3 acres) and or  only two events are allowed per calendar year.,CAAZ_RESUSE_CONSIGN
156,157,RODACCGAR,Accumulation of garbage,"Section 10.32.130 - Accumulation of garbage: It is unlawful for any person to place, leave, dump or permit to accumulate any garbage, rubbish or trash in any building or premises so that same shall or may afford food or harborage for rats.",CAMCL_HSAN_STD
157,158,RODSTOGAR,Storage and disposal of garbage,"Section 10.32.120 - Storage and disposal of garbage: All garbage or refuse consisting of waste animal or vegetable matter upon which rats may feed and all small dead animals shall be placed and stored, until collected, in covered metal containers of a type prescribed by the department of public works. It is unlawful for any person to dump or place on any premises, land or waterway any dead animals or waste vegetable or animal matter of any kind.",CAMCL_ROD_ACCGAR
158,159,RUBDISGAR,Rubbish and Garbage – Disposal  Garbage,Section 16.24.360 (C) - Disposal of Garbage. Every occupant of a building or structure shall dispose of garbage in a clean and sanitary manner by placing such garbage in an approved garbage disposal facility or in approved garbage containers.,CAAH_RUB_DISGAR
159,160,RUBGARCON,Rubbish and Garbage – Containers,"Section 16.24.360 (E) - Containers. The operator of every establishment producing garbage shall provide, approved leak proof containers with close-fitting covers for the storage of such materials, and shall cause said containers to be utilized at all times. All rubbish and garbage storage facilities and containers shall be provided and handled in such manner as may be prescribed by the rules and regulations of the department of public works and the metropolitan health department.",CAAH_RUB_GARCON
160,161,RUBGARD,Rubbish and Garbage – Disposal Rubbish,Section 16.24.360 (A) - Disposal of Rubbish. Every owner or occupant of a structure shall dispose of all rubbish in a clean and sanitary manner by placing such rubbish in approved containers.,CAAH_RUB_GARD
161,162,RUBGARFAC,Rubbish and Garbage – Garbage Facilities,"Section 16.24.360 (D) - Garbage Facilities. The owner of every dwelling shall supply one of the following: An approved mechanical food waste grinder in each dwelling unit; an approved incinerator unit in the structure available to the occupants in each dwelling unit; or an approved leak-proof, covered, outside garbage container accessible and sufficient in capacity to serve each dwelling unit.",CAAH_RUB_GARFAC
162,163,RUBGARSTOR,Rubbish and Garbage – Rubbish Storage,Section 16.24.360 (B) - Rubbish Storage Facilities. The owner of every occupied premises shall supply approved covered containers for rubbish and shall be responsible for the clean and sanitary removal and disposal of all rubbish.,CAAH_RUB_GARSTOR
163,164,SANDRAINMT,Sanitary Drainage System – Maintenance,"Section 16.24.450 (B) - Sanitary Drainage (Maintenance) Every plumbing stack, vent, and waste and sewer line shall function properly and be kept free from obstructions, leaks, and defects.",CAAP_SAN_DRAIN_MAINT
164,165,SANDRAINSY,Sanitary Drainage System – General,Section 16.24.450 (A) - Sanitary Drainage (General) All plumbing fixtures shall be properly connected to either a public sewer system or to an approved private sewage disposal system.,CAAP_SAN_DRAIN_SYS
165,166,SCHBUS,School Buses,"Section 16.24.330 (K) (8) - School Buses: On any property containing a single-family or two-family home, one school bus may be parked or stored on the property, provided the driver of the bus resides on the premises and the bus is operated by a private or public K-12 school or school system in Davidson County. No more than one school bus may be parked or stored on the property, regardless of the number of bus drivers residing on the premises.",CAAH_SCH_BUS
166,167,SEWCONCT,Connect to public sewer,Section 15.40.040 - Connection Required: Any persons owning improved parcels contiguous to public rights-of-way and/or public utility easements containing public sanitary sewers shall make connection to the public infrastructure in accordance with the department's current specifications and sewer acceptability policy.,CAMCL_SEW_CONCTP
167,168,SEWCONPER,Private connections permitted,"Section 15.72.020(B) - Private connections permitted: In the event any building or premises fails to connect with an available public sewer and the malfunctioning or inadequacy of the private sewage disposal system serving such building or premises gives rise to an unsanitary condition, threatening or causing a nuisance, the chief medical director or authorized personnel of the department of health shall serve written notice upon the owner, occupant or agent of the owner, of the building or premises, requiring a connection to the public sewer within a specified period of time, which shall reasonably take into consideration the circumstances of such owner, occupant or agent, but which shall primarily reflect the public health exigencies involved. Such connection shall be at the expense of the owner, occupant or agent. ",CAMCL_SEW_SEPTK
168,169,SEWRNOFWTR,Runoff in body of water,"Section 15.72.070 - discharge of waste into a body of water: It is unlawful for any person to dispose of human waste, household waste, business waste or industrial waste, or to pipe or transmit sewage or effluent from any septic tank or other sewer system of any type into any stream, river, lake, pond, marsh, watercourse, waterway, well, cave, sinkhole, open ditch, spring, irrigation or drainage system, or any body or accumulation of water, surface or underground, natural or artificial, public or private, without having first obtained a permit issued by the metropolitan board of health. The board of health is authorized to promulgate such rules and regulations pertaining to the issuance of such permit as it deems necessary to insure that the health of the residents of the metropolitan government is protected.",CAAB_STOP_WORK
169,170,SEWRUNOFF,Runoff of contents unlawful,"Section 15.72.060 - Runoff of contents unlawful: It is unlawful for any person to draw off or allow to run on any ground, street or alley in the metropolitan government area the contents or any part thereof of any vault, privy, cesspool or place where animals or fowl are kept. Any person so offending or failing to comply with this section after seventy-two hours' notice from the department of health to abate the same shall be deemed guilty of a violation of this code.",CAMCL_SEW_RNOFWTR
170,171,SEWSEPTK,Septic Tank - Sewage on ground,"Section 15.72.040 - Septic tanks (exposed sewage): Whenever such septic tanks, drainage or disposal fields are found to be in an unsanitary condition and to constitute a public health nuisance, the same shall be condemned upon action by the chief medical director, and the owner, occupant or agent shall put such premises in a sanitary condition and abate such nuisance within the time stated upon the written notice served upon him by the chief medical director or his authorized representative.",CAMCL_SEW_RUNOFF
171,172,SGNPRHBPOR,Prohibited Sign - Portable Sign,Section 17.32.050 (S) - Portable Signs: Portable signs as defined by this title [are prohibited].,CAAZ_SGN_PROHBPORT
172,173,SGNPROBLK,Prohibited Signs - Blank,Section 17.32.050 (M) - Prohibited Signs (Blank): Blank on-premises temporary signs [are prohibited].,CAAZ_SGN_PROHBBLK
173,174,SIGH25,Signs – Greater than 25 Percent,"Section 17.32.040 (M) – Temporary Signs and Displays: Temporary merchandise displays and signs behind storefront windows which are not affixed permanently to the glass, nor intended for permanent display, and non-illuminated, provided that such temporary signs do not cover more than twenty-five percent of the total surface area of the storefront window. ",CAAZ_SIGN_25PERCENT
174,175,SIGNABAN,Abandoned Signs,Section 17.40-510 (D) - Abandoned Signs - [Signs identified by] the zoning administrator as abandoned. The sign must be removed from the premises. ,CAAZ_SIGN_ABAN
175,176,SIGNDILAP,Dilapidated Signs,"Section 17.40.510 (C) - Dilapidated Signs - All signs regulated by this title, together with their supports, braces, guys and anchors shall be mainteind in good repair. ",CAAZ_SIGN_DILAP
176,177,SIGNHARM,Prohibited Sign - Harmful,Section 17.32.050 (R ) - Prohibited Signs (Harmful): signs displaying copy that is harmful to minors as defined by this title. ,CAZZ_SGN_PROHBHARM
177,178,SIGNIPLS,Signs – Prohibited Placement –BUS,"Section 17.32.050 (E) - Prohibited Signs: Signs placed upon bus benches, bus shelters, or waste receptacles [are prohibited].",CAAZ_SIGN_IPLS
178,179,SIGNIPPP,Signs – Prohibited Placement – Public,Section 17.32.050 (F) - Prohibited Signs: Signs erected on public property (such as private utility poles) located on public property [are prohibited].,CAAZ_SIGN_IPPP
179,180,SIGNMAINT,Sign Maintenance ,Section 17.32.020 (B) (3) - Maintenance: All signs shall be maintained in good surface and structural condition and in compliance with all building and electrical codes. ,CAAZ_SIGN_MAINT
180,181,SIGNMAT,Sign Material,Section 17.32.020 (B) (2) - Permanency Required: All signs shall be constructed of permanent materials and shall be permanently affixed to the ground or building.,CAAZ_SIGN_MAT
181,182,SIGNMOTION,Electronic Sign (LED) Display Motion,"Section 17.32.050 (G) (3) - Prohibited Signs: Sign display areas with varying light illumination and/or intensity, blinking, bursting, dissolving, distorting, fading, flashing, oscillating, rotating, scrolling, sequencing, shimmering, sparkling, streaming, traveling, tracing, twinkling, simulated movement, or convey the illusion of movement. ",CAAZ_SIGN_MOTION
182,183,SIGNPERMIT,Sign Permit Required,"Section 17.40.520 – Illegal Signs – Permit Required: Signs constructed, erected, or altered without a permit as required by Article XI of the Zoning Code or by the provisions of prior regulations shall be illegal. ",CAAZ_SIGN_PERMIT_REQ
183,184,SIGNPROHB,Prohibited Signs,"Section 17.32.050 - Prohibited Signs: It is unlawful to erect, cause to be erected, maintain or cause to be maintained, any sign not expressly authorized by, or exempted from, this title. ",CAAZ_SIGN_PROHB
184,185,SIGNPROHH,Signs – Prohibited – Handheld,Section 17.32.040 (G) - Hand Carried Signs: Signs carried by a person when the person does receive financial compensation [is prohibited].,CAAZ_SIGN_HNDHLD
185,186,SIGNTIMING,Electronic Sign (LED) Display Timing,"Section 17.32.050(G) (1) - Prohibited Signs: Signs with any copy, graphics, or digital displays that change messages by electronic or mechanical means, where the copy, graphics, or digital display does not remain fixed, static, motionless, and non-flashing for a period of eight seconds with all copy changes occurring instantaneously without any special effects.",CAAZ_SIGN_TIMING
186,187,SIGNUNSILL,Unsafe or Illegal Sign,"Section 17.40.510 (B) (1) - Illegal Signs - Signs constructed, erected or altered without a permit as required by this article or by the provisions of prior regulations shall be illegal.",CAAZ_SIGN_UNSAILL
187,188,SIGNVEHP,Signs – Prohibited (Vehicle Signs),"Section 17.32.050 (Q) - Prohibited Signs: Signs attached to, suspended from or painted on any motor vehicle, trailer or other equipment in: (2) Nonresidential districts. [Vehicles] regularly parked on the premises shall be confined to the portion of the property behind the front line of the building (when not being loaded).",CAAZ_SIGN_VEHP
188,189,SIGNWND,Signs – Prohibited - Wind,"Section 17.32.050 (O) - Prohibited Signs: Signs, commonly referred to as wind signs, consisting of one or more flags which are not otherwise exempted, pennants, ribbons, spinners, streamers or captive balloons which are less than ten feet in their greatest diameter, or other objects or material fastened in such a manner as to move upon being subjected to pressure by wind.",CAAZ_SIGN_WND
189,190,STMEM,Interior of Bldgs – Structural Members,Section 16.24.350 (B) - Structural Members: All structural members shall be structurally sound and capable of supporting the imposed loads.,CAAH_STMEM
190,191,STOPWORK,Stop Work Order Posted,"Section 16.04.110 – Violation of Stop Work Order: Upon notice…that work on any building or structure is being done contrary to the provisions of Chapters 16.04 and 16.28 through 16.56, or in a dangerous or unsafe manner, such work shall be immediately stopped. ",CAAH_BLDG_SCOPE
191,192,TEMPEXPIR,Temporary U&O Expired,Section 17.04.100 – No Use and Occupancy Issued: Failure to obtain a Final Use & Occupancy Inspection upon the expiration of the Temporary U & O.,CAAB_TEMP_EXPIR
192,193,TOLRMLOC,Toilet Rooms – Location,"Section 16.24.420 (B) - Toilet Rooms (Location) Toilet rooms and bathrooms serving hotel units, rooming units, or dormitory units, shall have access by traversing not more than one flight of stairs and shall have access from a common hall or passageway.",CAAP_TOLRM_LOC
193,194,TOLRMPRVC,Toilet Rooms – Privacy,"Section 16.24.420 (A) - Toilet Rooms (Privacy) Toilet rooms and bathrooms shall provide privacy and shall not constitute the only passageway to a hall, other space, or to the exterior. A door and interior locking device shall be provided for all common or shared bathrooms and toilet rooms in a multiple dwelling.",CAAP_TOLRM_PRVC
194,195,TOLRNLOCEM,Toilet Rooms – Employee Toilet Facilitie,Section 16.24.420 (C) - Toilet Rooms Toilet facilities for employee use shall have access from within the employees' regular working area. Required toilet facilities shall be located not more than one story above or below the employees' regular working area and the path of travel to such facilities shall not exceed a distance of five hundred feet. Employee facilities shall either be separate facilities or public customer facilities.,CAAP_TOLRN_LOCEMFC
195,196,TRACTRAIL,Tractor-Trailer Parking,"Section 16.24.330 (K) (7) - Tractor-Trailers: On any residential property containing a single family or two-family home, no tractor-trailer (or portion thereof) shall be stored or parked anywhere on the property.",CAAH_TRAC_TRAILER
197,198,TRUCKCOMM,Commercial Truck Parking,"Section 16.24.330 (K) (6) - Trucks: On any residential property containing a single-family or two-family home, no truck with a maximum axle-load capacity of mre than one and one-half tons shall be stored or parked anywhere on the property.",CAAH_TRUCK
198,199,USENOTPERM,Use Not Permitted,Section 17.08.030 – Use Not Permitted: The use of the property is not in compliance with the applicable provisions of the Metro Zoning Ordinance. -,CAAZ_USE_NOT_PERMIT
199,200,VACANTBLD,Vacant Buildings,"Section 16.24.320 – Vacant Buildings and Structures: All vacant buildings, structures, and the premises thereof, shall be maintained in a safe, clean, and sanitary condition as provided herein so as not to cause blight and or otherwise adversely affect the public health, safety, or welfare. ",CAAH_VACANT_BLDINGS
200,201,VENTBATH,Ventilation – Bathrooms and Toilet Rooms,"Section 16.24.390 (B) - Ventilation (Bathrooms) Every bathroom and toilet room shall comply with the ventilation requirements for habitable spaces as required above, except that a window shall not be required in such spaces equipped with a mechanical ventilation system of sufficient capacity to provide at least one complete air change each six minutes. Air exhausted by a mechanical ventilation system from a bathroom or toilet room shall discharge to the outdoors and shall not be re-circulated.",CAAH_VENT_BATH
201,202,VENTCOOK,Ventilation – Cooking Facilities,"Section 16.24.390 (C) - Ventilation (Cooking Facilities) Unless approved through the certificate of occupancy, cooking shall not be permitted in any rooming unit or dormitory unit, and a cooking facility or appliance shall not be permitted to be present in a rooming unit or dormitory unit.",CAAH_VENT_COOKFAC
202,203,VENTDRYER,Ventilation – Clothes Dryer Exhaust ,Section 16.24.390 (E) - Ventilation (Clothes Dryer Exhaust) Systems to manage exhaust from clothes dryers shall be independent of all other systems and shall be installed in accordance with the manufacturer's instructions.,CAAH_VENT_DRYER
