Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
523,CALL_LANDLORD_REGSTR,LANDLORD REGISTRATION,"Failure to register as a landlord.  T.C.A. 66-28-101 requires each landlord of one (1) or more dwelling units within Davidson County to pay a $10 registration fee and furnish the following information to the Department of Codes (A) the landlord's name, address and telephone number, or the name, address and telephone number of the landlord's agent; and (B) list the street address and unit number, as appropriate, for each dwelling unit that the landlord owns, leases, or subleases or has the right to own, lease, or sublease.  Fee is due and payable the same time period as Metro Property Taxes.  Make checks payable to the Metro Dept. of Codes & Building Safety.  Mail or bring to: Landlord Registration, 800 Second Avenue South, 3rd Floor, Nashville, TN 37210.  Registration forms may be obtained from www.nashville.gov/codes or by calling 615-862-6590.",,"['LANDLORD', 'REGISTRATION']","['Failure', 'to', 'register', 'as', 'a', 'landlord', '.', 'T.C.A', '.', '66-28-101', 'requires', 'each', 'landlord', 'of', 'one', '(', '1', ')', 'or', 'more', 'dwelling', 'units', 'within', 'Davidson', 'County', 'to', 'pay', 'a', '$', '10', 'registration', 'fee', 'and', 'furnish', 'the', 'following', 'information', 'to', 'the', 'Department', 'of', 'Codes', '(', 'A', ')', 'the', 'landlord', ""'s"", 'name', ',', 'address', 'and', 'telephone', 'number', ',', 'or', 'the', 'name', ',', 'address', 'and', 'telephone', 'number', 'of', 'the', 'landlord', ""'s"", 'agent', ';', 'and', '(', 'B', ')', 'list', 'the', 'street', 'address', 'and', 'unit', 'number', ',', 'as', 'appropriate', ',', 'for', 'each', 'dwelling', 'unit', 'that', 'the', 'landlord', 'owns', ',', 'leases', ',', 'or', 'subleases', 'or', 'has', 'the', 'right', 'to', 'own', ',', 'lease', ',', 'or', 'sublease', '.', 'Fee', 'is', 'due', 'and', 'payable', 'the', 'same', 'time', 'period', 'as', 'Metro', 'Property', 'Taxes', '.', 'Make', 'checks', 'payable', 'to', 'the', 'Metro', 'Dept', '.', 'of', 'Codes', '&', 'Building', 'Safety', '.', 'Mail', 'or', 'bring', 'to', ':', 'Landlord', 'Registration', ',', '800', 'Second', 'Avenue', 'South', ',', '3rd', 'Floor', ',', 'Nashville', ',', 'TN', '37210', '.', 'Registration', 'forms', 'may', 'be', 'obtained', 'from', 'www.nashville.gov/codes', 'or', 'by', 'calling', '615-862-6590', '.']"
525,CAP01,"INSTALL BATH, SHOWER,BASIN, WC","-provide a complete bathtub or shower, lavatory basin and flush water closet installed to comply with the Plumbing Code.",,"['INSTALL', 'BATH', ',', 'SHOWER', ',', 'BASIN', ',', 'WC']","['-provide', 'a', 'complete', 'bathtub', 'or', 'shower', ',', 'lavatory', 'basin', 'and', 'flush', 'water', 'closet', 'installed', 'to', 'comply', 'with', 'the', 'Plumbing', 'Code', '.']"
527,CAP02,COLD-WATER FAUCET FOR THE LAVATORY,-provide a cold-water faucet for the lavatory basin.,,"['COLD-WATER', 'FAUCET', 'FOR', 'THE', 'LAVATORY']","['-provide', 'a', 'cold-water', 'faucet', 'for', 'the', 'lavatory', 'basin', '.']"
529,CAP03,HOT WATER FAUCET FOR THE LAVATORY,-provide a hot-water faucet for the lavatory basin.,,"['HOT', 'WATER', 'FAUCET', 'FOR', 'THE', 'LAVATORY']","['-provide', 'a', 'hot-water', 'faucet', 'for', 'the', 'lavatory', 'basin', '.']"
531,CAP04,HOT WATER FAUCET FOR THE BATHTUB,-provide a hot-water faucet for the bathtub fixture.,,"['HOT', 'WATER', 'FAUCET', 'FOR', 'THE', 'BATHTUB']","['-provide', 'a', 'hot-water', 'faucet', 'for', 'the', 'bathtub', 'fixture', '.']"
533,CAP05,COLD  WATER FAUCET FOR THE BATHTUB,-provide a cold-water faucet for the bathtub fixture.,,"['COLD', 'WATER', 'FAUCET', 'FOR', 'THE', 'BATHTUB']","['-provide', 'a', 'cold-water', 'faucet', 'for', 'the', 'bathtub', 'fixture', '.']"
535,CAP06,MIXING FAUCET FOR THE KITCHEN SINK,-provide a mixing faucet for the kitchen sink.,,"['MIXING', 'FAUCET', 'FOR', 'THE', 'KITCHEN', 'SINK']","['-provide', 'a', 'mixing', 'faucet', 'for', 'the', 'kitchen', 'sink', '.']"
537,CAP07,LEAKING TRAP ON THE KITCHEN SINK,-Replace the leaking trap on the kitchen sink.,,"['LEAKING', 'TRAP', 'ON', 'THE', 'KITCHEN', 'SINK']","['-Replace', 'the', 'leaking', 'trap', 'on', 'the', 'kitchen', 'sink', '.']"
539,CAP08,LEAKING TRAP ON THE BATHTUB,-Replace the leaking trap on the bathtub.,,"['LEAKING', 'TRAP', 'ON', 'THE', 'BATHTUB']","['-Replace', 'the', 'leaking', 'trap', 'on', 'the', 'bathtub', '.']"
541,CAP09,LEAKING TRAP ON THE LAVATORY BASIN,-Replace the leaking trap on the lavatory basin.,,"['LEAKING', 'TRAP', 'ON', 'THE', 'LAVATORY', 'BASIN']","['-Replace', 'the', 'leaking', 'trap', 'on', 'the', 'lavatory', 'basin', '.']"
543,CAP11,VENT FOR THE LAVATORY BASIN,-provide a vent for the lavatory basin.,,"['VENT', 'FOR', 'THE', 'LAVATORY', 'BASIN']","['-provide', 'a', 'vent', 'for', 'the', 'lavatory', 'basin', '.']"
545,CAP12,LEAKING WASHERS ON THE KITCHEN SINK,-Replace leaking washers on the kitchen sink faucets.,,"['LEAKING', 'WASHERS', 'ON', 'THE', 'KITCHEN', 'SINK']","['-Replace', 'leaking', 'washers', 'on', 'the', 'kitchen', 'sink', 'faucets', '.']"
547,CAP13,LEAKING WASHERS ON THE LAVATORY BASIN,-Replace leaking washers on the lavatory basin.,,"['LEAKING', 'WASHERS', 'ON', 'THE', 'LAVATORY', 'BASIN']","['-Replace', 'leaking', 'washers', 'on', 'the', 'lavatory', 'basin', '.']"
549,CAP14,LEAKING WASHERS ON THE BATHTUB,-Replace leaking washers on the bathtub.,,"['LEAKING', 'WASHERS', 'ON', 'THE', 'BATHTUB']","['-Replace', 'leaking', 'washers', 'on', 'the', 'bathtub', '.']"
551,CAP15,CRACKED FLUSH WATER CLOSET TANK,-Replace the cracked flush water closet tank.,,"['CRACKED', 'FLUSH', 'WATER', 'CLOSET', 'TANK']","['-Replace', 'the', 'cracked', 'flush', 'water', 'closet', 'tank', '.']"
553,CAP16,CRACKED FLUSH WATER CLOSET BASE,-Replace the cracked flush water closet base.,,"['CRACKED', 'FLUSH', 'WATER', 'CLOSET', 'BASE']","['-Replace', 'the', 'cracked', 'flush', 'water', 'closet', 'base', '.']"
555,CAP17,DEFECTIVE FLUSH “L”,-Replace the defective flush “L” on the flush water closet.,,"['DEFECTIVE', 'FLUSH', '“', 'L', '”']","['-Replace', 'the', 'defective', 'flush', '“', 'L', '”', 'on', 'the', 'flush', 'water', 'closet', '.']"
557,CAP18,DEFECTIVE FIXTURES IN THE FLUSH WTR TANK,"-Replace all defective fixtures in the flush water closet tank, and restore to good operating condition.",,"['DEFECTIVE', 'FIXTURES', 'IN', 'THE', 'FLUSH', 'WTR', 'TANK']","['-Replace', 'all', 'defective', 'fixtures', 'in', 'the', 'flush', 'water', 'closet', 'tank', ',', 'and', 'restore', 'to', 'good', 'operating', 'condition', '.']"
559,CAP19,PRESSURE RELIEF/  WATER HEATER,-provide a pressure relief valve for the water heater.,,"['PRESSURE', 'RELIEF/', 'WATER', 'HEATER']","['-provide', 'a', 'pressure', 'relief', 'valve', 'for', 'the', 'water', 'heater', '.']"
561,CAP20,DRAIN LINE /PRESSURE RELIEF VALVE / WTR,-provide drain line to proper drainage for the pressure relief valve on the water heater.,,"['DRAIN', 'LINE', '/PRESSURE', 'RELIEF', 'VALVE', '/', 'WTR']","['-provide', 'drain', 'line', 'to', 'proper', 'drainage', 'for', 'the', 'pressure', 'relief', 'valve', 'on', 'the', 'water', 'heater', '.']"
563,CAP21,PAN UNDER THE WATER HEATER,-provide a drain pan under the water heater.,,"['PAN', 'UNDER', 'THE', 'WATER', 'HEATER']","['-provide', 'a', 'drain', 'pan', 'under', 'the', 'water', 'heater', '.']"
565,CAP22,WATER HEATER INSTALLED,-provide a water heater installed to comply with the Plumbing Code.,,"['WATER', 'HEATER', 'INSTALLED']","['-provide', 'a', 'water', 'heater', 'installed', 'to', 'comply', 'with', 'the', 'Plumbing', 'Code', '.']"
567,CAP23,DEFECTIVE WATER HEATER,-repair or Replace the defective water heater.,,"['DEFECTIVE', 'WATER', 'HEATER']","['-repair', 'or', 'Replace', 'the', 'defective', 'water', 'heater', '.']"
569,CAP24,UNSTOP THE DRAIN ON THE KITCHEN SINK,-properly unstop the drain on the kitchen sink.,,"['UNSTOP', 'THE', 'DRAIN', 'ON', 'THE', 'KITCHEN', 'SINK']","['-properly', 'unstop', 'the', 'drain', 'on', 'the', 'kitchen', 'sink', '.']"
571,CAP25,UNSTOP THE DRAIN ON THE LAVATORY BASIN,-properly unstop the drain on the lavatory basin.,,"['UNSTOP', 'THE', 'DRAIN', 'ON', 'THE', 'LAVATORY', 'BASIN']","['-properly', 'unstop', 'the', 'drain', 'on', 'the', 'lavatory', 'basin', '.']"
573,CAP26,UNSTOP THE DRAIN ON THE BATHTUB,-properly unstop the drain on the bathtub.,,"['UNSTOP', 'THE', 'DRAIN', 'ON', 'THE', 'BATHTUB']","['-properly', 'unstop', 'the', 'drain', 'on', 'the', 'bathtub', '.']"
575,CAP27,UNSTOP THE DRAIN ON THE SHOWER,-properly unstop the drain on the shower stall drain.,,"['UNSTOP', 'THE', 'DRAIN', 'ON', 'THE', 'SHOWER']","['-properly', 'unstop', 'the', 'drain', 'on', 'the', 'shower', 'stall', 'drain', '.']"
577,CAP28,UNSTOP THE DRAIN / FLUSH WATER CLOSET,-properly unstop the drain on the flush water closet.,,"['UNSTOP', 'THE', 'DRAIN', '/', 'FLUSH', 'WATER', 'CLOSET']","['-properly', 'unstop', 'the', 'drain', 'on', 'the', 'flush', 'water', 'closet', '.']"
579,CAP29,DAMAGED FLUSH WATER CLOSET SEAT,-Replace the damaged flush water closet seat.,,"['DAMAGED', 'FLUSH', 'WATER', 'CLOSET', 'SEAT']","['-Replace', 'the', 'damaged', 'flush', 'water', 'closet', 'seat', '.']"
581,CAP30,DAMAGED BUILDING DRAIN,-Replace the damaged building drain.,,"['DAMAGED', 'BUILDING', 'DRAIN']","['-Replace', 'the', 'damaged', 'building', 'drain', '.']"
583,CAP31,EXTEND THE VENTS A MINIMUM OF 6”,-Properly extend the vents a minimum of 6” above the roof.,,"['EXTEND', 'THE', 'VENTS', 'A', 'MINIMUM', 'OF', '6', '”']","['-Properly', 'extend', 'the', 'vents', 'a', 'minimum', 'of', '6', '”', 'above', 'the', 'roof', '.']"
585,CAP32,DEFECTIVE SUMP PUMP,-repair or Replace the defective sump pump and restore to good operating condition.,,"['DEFECTIVE', 'SUMP', 'PUMP']","['-repair', 'or', 'Replace', 'the', 'defective', 'sump', 'pump', 'and', 'restore', 'to', 'good', 'operating', 'condition', '.']"
587,CAP33,TRAP FOR THE WASHING MACHINE DRAIN,-provide a trap for the washing machine drain.,,"['TRAP', 'FOR', 'THE', 'WASHING', 'MACHINE', 'DRAIN']","['-provide', 'a', 'trap', 'for', 'the', 'washing', 'machine', 'drain', '.']"
589,CAP34,CONNECT WASHING MACHINE DRAIN,-properly connect washing machine drain to the sanitary sewer.,,"['CONNECT', 'WASHING', 'MACHINE', 'DRAIN']","['-properly', 'connect', 'washing', 'machine', 'drain', 'to', 'the', 'sanitary', 'sewer', '.']"
591,CAP35,BROKEN TOP ON THE FLUSH WATER CLOSET,-Replace the broken top on the flush water closet tank in the bathroom.,,"['BROKEN', 'TOP', 'ON', 'THE', 'FLUSH', 'WATER', 'CLOSET']","['-Replace', 'the', 'broken', 'top', 'on', 'the', 'flush', 'water', 'closet', 'tank', 'in', 'the', 'bathroom', '.']"
593,CAP36,MISSING TOP ON THE FLUSH WATER CLOSET,-Replace the missing top on the flush water closet tank in the bathroom.,,"['MISSING', 'TOP', 'ON', 'THE', 'FLUSH', 'WATER', 'CLOSET']","['-Replace', 'the', 'missing', 'top', 'on', 'the', 'flush', 'water', 'closet', 'tank', 'in', 'the', 'bathroom', '.']"
595,CAP37,DAMAGED OR LEAKING AERATOR SPRAYER,-Replace the damaged or leaking aerator sprayer on the kitchen sink.,,"['DAMAGED', 'OR', 'LEAKING', 'AERATOR', 'SPRAYER']","['-Replace', 'the', 'damaged', 'or', 'leaking', 'aerator', 'sprayer', 'on', 'the', 'kitchen', 'sink', '.']"
597,CAP38,DAMAGED PLUMBING WATER SUPPLY LINES,-Replace the damaged Plumbing water supply lines in the lavatory basin.,,"['DAMAGED', 'PLUMBING', 'WATER', 'SUPPLY', 'LINES']","['-Replace', 'the', 'damaged', 'Plumbing', 'water', 'supply', 'lines', 'in', 'the', 'lavatory', 'basin', '.']"
599,CAP39,DAMAGED COUNTER TOP WORK SURFACE,-Replace or repair damaged counter top work surface on the kitchen sink.,,"['DAMAGED', 'COUNTER', 'TOP', 'WORK', 'SURFACE']","['-Replace', 'or', 'repair', 'damaged', 'counter', 'top', 'work', 'surface', 'on', 'the', 'kitchen', 'sink', '.']"
601,CAP40,OUTSIDE WATER FAUCET HANDLE AND FIXTURE,-Replace or repair the outside water faucet handle and fixture.,,"['OUTSIDE', 'WATER', 'FAUCET', 'HANDLE', 'AND', 'FIXTURE']","['-Replace', 'or', 'repair', 'the', 'outside', 'water', 'faucet', 'handle', 'and', 'fixture', '.']"
603,CAP41,DAMAGED CLEAN OUT PLUG ON SEWER LINE,-Replace the damaged clean out plug on the sanitary sewer line.,,"['DAMAGED', 'CLEAN', 'OUT', 'PLUG', 'ON', 'SEWER', 'LINE']","['-Replace', 'the', 'damaged', 'clean', 'out', 'plug', 'on', 'the', 'sanitary', 'sewer', 'line', '.']"
605,CAP42,DAMAGED DRAIN LINES UNDER THE HOUSE,-Replace or repair the damaged drain lines under the house.,,"['DAMAGED', 'DRAIN', 'LINES', 'UNDER', 'THE', 'HOUSE']","['-Replace', 'or', 'repair', 'the', 'damaged', 'drain', 'lines', 'under', 'the', 'house', '.']"
607,CAP43,VENT TO THE OUTSIDE FOR THE DRYER,-provide a vent to the outside for the dryer.,,"['VENT', 'TO', 'THE', 'OUTSIDE', 'FOR', 'THE', 'DRYER']","['-provide', 'a', 'vent', 'to', 'the', 'outside', 'for', 'the', 'dryer', '.']"
609,CAP44,FAUCETS FOR THE WASHING MACHINE,-Replace the defective faucets for the washing machine connections.,,"['FAUCETS', 'FOR', 'THE', 'WASHING', 'MACHINE']","['-Replace', 'the', 'defective', 'faucets', 'for', 'the', 'washing', 'machine', 'connections', '.']"
611,CAP45,UNSTOP THE WASHING MACHINE DRAIN,-properly unstop the washing machine drain.,,"['UNSTOP', 'THE', 'WASHING', 'MACHINE', 'DRAIN']","['-properly', 'unstop', 'the', 'washing', 'machine', 'drain', '.']"
613,CAP46,RE-SECURE THE WATER CLOSET TO THE FLOOR,-properly re-secure the flush water closet to the floor and re-seat to prevent leaking.,,"['RE-SECURE', 'THE', 'WATER', 'CLOSET', 'TO', 'THE', 'FLOOR']","['-properly', 're-secure', 'the', 'flush', 'water', 'closet', 'to', 'the', 'floor', 'and', 're-seat', 'to', 'prevent', 'leaking', '.']"
615,CAP47,VENT FOR THE WATER CLOSET,-provide vent for the water closet.,,"['VENT', 'FOR', 'THE', 'WATER', 'CLOSET']","['-provide', 'vent', 'for', 'the', 'water', 'closet', '.']"
617,CAP48,OTHER PLUMBING DEFECTS,-Correct any other defects necessary to make the Plumbing system comply with the Plumbing Code.,,"['OTHER', 'PLUMBING', 'DEFECTS']","['-Correct', 'any', 'other', 'defects', 'necessary', 'to', 'make', 'the', 'Plumbing', 'system', 'comply', 'with', 'the', 'Plumbing', 'Code', '.']"
619,CAP50,EXHAUST FAN,-bathroom exhause fan required.,,"['EXHAUST', 'FAN']","['-bathroom', 'exhause', 'fan', 'required', '.']"
621,CAP51,PLUMBING EMPLOYEE FACILITIES,"16.24.410.D - A minimum of one water closet, one lavatory, and one drinking facility shall be available to employees.",,"['PLUMBING', 'EMPLOYEE', 'FACILITIES']","['16.24.410.D', '-', 'A', 'minimum', 'of', 'one', 'water', 'closet', ',', 'one', 'lavatory', ',', 'and', 'one', 'drinking', 'facility', 'shall', 'be', 'available', 'to', 'employees', '.']"
622,CAST01,ROOF LEAKING,-repair roof where leaking to comply with the Property Standards Code.,,"['ROOF', 'LEAKING']","['-repair', 'roof', 'where', 'leaking', 'to', 'comply', 'with', 'the', 'Property', 'Standards', 'Code', '.']"
624,CAST02,RAISE SAGGING ROOF TO ORIGINAL POSITION,"-Raise sagging roof to original position, replacing all decayed rafters and sheathing.",,"['RAISE', 'SAGGING', 'ROOF', 'TO', 'ORIGINAL', 'POSITION']","['-Raise', 'sagging', 'roof', 'to', 'original', 'position', ',', 'replacing', 'all', 'decayed', 'rafters', 'and', 'sheathing', '.']"
626,CAST03,REPLACE ENTIRE ROOF COVERING,-Replace entire roof covering to prevent leaks throughout the entire house.,,"['REPLACE', 'ENTIRE', 'ROOF', 'COVERING']","['-Replace', 'entire', 'roof', 'covering', 'to', 'prevent', 'leaks', 'throughout', 'the', 'entire', 'house', '.']"
628,CAST04,MISSING AND DEFECTIVE SIDING,-Replace all missing and defective siding and re-nail all loose siding.,,"['MISSING', 'AND', 'DEFECTIVE', 'SIDING']","['-Replace', 'all', 'missing', 'and', 'defective', 'siding', 'and', 're-nail', 'all', 'loose', 'siding', '.']"
630,CAST05,EXTERIOR (BRICK VENEER-STONE) WALLS,"-Repair exterior (brick veneer-stone) walls, replace all loose or missing mortar joints so as to be weather tight and water tight.",,"['EXTERIOR', '(', 'BRICK', 'VENEER-STONE', ')', 'WALLS']","['-Repair', 'exterior', '(', 'brick', 'veneer-stone', ')', 'walls', ',', 'replace', 'all', 'loose', 'or', 'missing', 'mortar', 'joints', 'so', 'as', 'to', 'be', 'weather', 'tight', 'and', 'water', 'tight', '.']"
632,CAST06,DAMAGED (FRONT OR REAR) PORCH CEILING,-Replace or repair all damaged (front or rear) porch ceiling replacing all faulty material with new or sound material and paint.,,"['DAMAGED', '(', 'FRONT', 'OR', 'REAR', ')', 'PORCH', 'CEILING']","['-Replace', 'or', 'repair', 'all', 'damaged', '(', 'front', 'or', 'rear', ')', 'porch', 'ceiling', 'replacing', 'all', 'faulty', 'material', 'with', 'new', 'or', 'sound', 'material', 'and', 'paint', '.']"
634,CAST07,OVERHAUL PORCH OR STEPS,"-Overhaul (front, rear, or side) porch or steps by replacing all rotted, broken or missing parts with new or sound material and paint. (NOTE: If parts are not broken or missing, do not include this wording)",,"['OVERHAUL', 'PORCH', 'OR', 'STEPS']","['-Overhaul', '(', 'front', ',', 'rear', ',', 'or', 'side', ')', 'porch', 'or', 'steps', 'by', 'replacing', 'all', 'rotted', ',', 'broken', 'or', 'missing', 'parts', 'with', 'new', 'or', 'sound', 'material', 'and', 'paint', '.', '(', 'NOTE', ':', 'If', 'parts', 'are', 'not', 'broken', 'or', 'missing', ',', 'do', 'not', 'include', 'this', 'wording', ')']"
636,CAST08,CONCRETE PORCH AND STEPS,-repair damaged (front or rear) concrete porch and steps.,,"['CONCRETE', 'PORCH', 'AND', 'STEPS']","['-repair', 'damaged', '(', 'front', 'or', 'rear', ')', 'concrete', 'porch', 'and', 'steps', '.']"
638,CAST10,"CORNICES, EAVES, STAIRS, PORCH COLUMNS","-repair (cornices, eaves, stairs, porch columns, steps) replacing all faulty material with new or sound material.",,"['CORNICES', ',', 'EAVES', ',', 'STAIRS', ',', 'PORCH', 'COLUMNS']","['-repair', '(', 'cornices', ',', 'eaves', ',', 'stairs', ',', 'porch', 'columns', ',', 'steps', ')', 'replacing', 'all', 'faulty', 'material', 'with', 'new', 'or', 'sound', 'material', '.']"
640,CAST14,"ROTTED OR DEFECTIVE SHEATHING, RAFTERS",-Replace all rotted or defective sheathing and rafters with new or sound material.,,"['ROTTED', 'OR', 'DEFECTIVE', 'SHEATHING', ',', 'RAFTERS']","['-Replace', 'all', 'rotted', 'or', 'defective', 'sheathing', 'and', 'rafters', 'with', 'new', 'or', 'sound', 'material', '.']"
642,CAST15,"MORTAR JOINTS OF CHIMNEYS, MISSING BRICK","-Rake out mortar joints of chimneys, Replace loose or missing brick and point up.",,"['MORTAR', 'JOINTS', 'OF', 'CHIMNEYS', ',', 'MISSING', 'BRICK']","['-Rake', 'out', 'mortar', 'joints', 'of', 'chimneys', ',', 'Replace', 'loose', 'or', 'missing', 'brick', 'and', 'point', 'up', '.']"
644,CAST16,UNSAFE PARTS OF CHIMNEY,-Take down and rebuild unsafe parts of chimney.,,"['UNSAFE', 'PARTS', 'OF', 'CHIMNEY']","['-Take', 'down', 'and', 'rebuild', 'unsafe', 'parts', 'of', 'chimney', '.']"
646,CAST17,BROKEN WINDOW GLASS,-Replace broken window glass.,,"['BROKEN', 'WINDOW', 'GLASS']","['-Replace', 'broken', 'window', 'glass', '.']"
648,CAST18,OVERHAUL WINDOWS,"-Overhaul windows; provide sound glass, sash, frames, sills, window facings, window guides and restore to good working condition.  NOTE: windows must be able to stay up in a fixed position without the support of a stick or other means to keep it up.",,"['OVERHAUL', 'WINDOWS']","['-Overhaul', 'windows', ';', 'provide', 'sound', 'glass', ',', 'sash', ',', 'frames', ',', 'sills', ',', 'window', 'facings', ',', 'window', 'guides', 'and', 'restore', 'to', 'good', 'working', 'condition', '.', 'NOTE', ':', 'windows', 'must', 'be', 'able', 'to', 'stay', 'up', 'in', 'a', 'fixed', 'position', 'without', 'the', 'support', 'of', 'a', 'stick', 'or', 'other', 'means', 'to', 'keep', 'it', 'up', '.']"
650,CAST19,SCREENS FOR ALL WINDOWS AND DOORS,-provide screens for all windows and doors leading to the outside.,,"['SCREENS', 'FOR', 'ALL', 'WINDOWS', 'AND', 'DOORS']","['-provide', 'screens', 'for', 'all', 'windows', 'and', 'doors', 'leading', 'to', 'the', 'outside', '.']"
652,CAST20,DAMAGED SCREENS,-Replace damaged screens at front door and windows.,,"['DAMAGED', 'SCREENS']","['-Replace', 'damaged', 'screens', 'at', 'front', 'door', 'and', 'windows', '.']"
654,CAST21,MISSING DOWNSPOUTS,-Replace missing downspouts.,,"['MISSING', 'DOWNSPOUTS']","['-Replace', 'missing', 'downspouts', '.']"
656,CAST22,RUSTED AND DEFECTIVE GUTTERS DOWNSPOUTS,-Replace or repair all rusted and defective gutters and downspouts.,,"['RUSTED', 'AND', 'DEFECTIVE', 'GUTTERS', 'DOWNSPOUTS']","['-Replace', 'or', 'repair', 'all', 'rusted', 'and', 'defective', 'gutters', 'and', 'downspouts', '.']"
658,CAST23,"UNDERPINNING, HATCHWAY, EXTERIOR DOORS","-provide (underpinning, hatchway, exterior doors) to be reasonably weather tight and rodent proof.",,"['UNDERPINNING', ',', 'HATCHWAY', ',', 'EXTERIOR', 'DOORS']","['-provide', '(', 'underpinning', ',', 'hatchway', ',', 'exterior', 'doors', ')', 'to', 'be', 'reasonably', 'weather', 'tight', 'and', 'rodent', 'proof', '.']"
660,CAST24,PAINT EXTERIOR,-Apply at least one coat of good outside paint or provide some other weatherproof covering for all outside trim and exposed wood on the house.,,"['PAINT', 'EXTERIOR']","['-Apply', 'at', 'least', 'one', 'coat', 'of', 'good', 'outside', 'paint', 'or', 'provide', 'some', 'other', 'weatherproof', 'covering', 'for', 'all', 'outside', 'trim', 'and', 'exposed', 'wood', 'on', 'the', 'house', '.']"
662,CAST24B,EXTERIOR PAINT,-Apply at least one coat of good outside paint or provide some other weatherproof covering for all outside trim and exposed wood on the house or apartment.,,"['EXTERIOR', 'PAINT']","['-Apply', 'at', 'least', 'one', 'coat', 'of', 'good', 'outside', 'paint', 'or', 'provide', 'some', 'other', 'weatherproof', 'covering', 'for', 'all', 'outside', 'trim', 'and', 'exposed', 'wood', 'on', 'the', 'house', 'or', 'apartment', '.']"
664,CAST25,"DAMAGED INTERIOR WALLS, CEILINGS, FLOORS","-Replace or repair all damaged interior walls, ceilings, floors, doors and woodwork; paint, paper or otherwise provide a clean finish for all walls, ceilings, doors and woodwork.",,"['DAMAGED', 'INTERIOR', 'WALLS', ',', 'CEILINGS', ',', 'FLOORS']","['-Replace', 'or', 'repair', 'all', 'damaged', 'interior', 'walls', ',', 'ceilings', ',', 'floors', ',', 'doors', 'and', 'woodwork', ';', 'paint', ',', 'paper', 'or', 'otherwise', 'provide', 'a', 'clean', 'finish', 'for', 'all', 'walls', ',', 'ceilings', ',', 'doors', 'and', 'woodwork', '.']"
666,CAST26,CLEAN FINISH FOR ALL WALLS CEILINGS DOOR,"-paint or otherwise provide a clean finish for all walls, ceilings, doors and woodwork throughout the entire house.",,"['CLEAN', 'FINISH', 'FOR', 'ALL', 'WALLS', 'CEILINGS', 'DOOR']","['-paint', 'or', 'otherwise', 'provide', 'a', 'clean', 'finish', 'for', 'all', 'walls', ',', 'ceilings', ',', 'doors', 'and', 'woodwork', 'throughout', 'the', 'entire', 'house', '.']"
668,CAST27,"BROKEN, LOOSE AND MISSING PLASTER","-Replace all broken, loose and missing plaster.",,"['BROKEN', ',', 'LOOSE', 'AND', 'MISSING', 'PLASTER']","['-Replace', 'all', 'broken', ',', 'loose', 'and', 'missing', 'plaster', '.']"
670,CAST28,CEILING: LOOSE AND MISSING,-Replace loose and missing plaster on the ceiling.,,"['CEILING', ':', 'LOOSE', 'AND', 'MISSING']","['-Replace', 'loose', 'and', 'missing', 'plaster', 'on', 'the', 'ceiling', '.']"
672,CAST31,"ROTTED, MISSING OR DEFECTIVE FLOORING","-Replace all rotted, missing or defective flooring and paint or otherwise provide a clean finish for floor surfaces in rooms mentioned.",,"['ROTTED', ',', 'MISSING', 'OR', 'DEFECTIVE', 'FLOORING']","['-Replace', 'all', 'rotted', ',', 'missing', 'or', 'defective', 'flooring', 'and', 'paint', 'or', 'otherwise', 'provide', 'a', 'clean', 'finish', 'for', 'floor', 'surfaces', 'in', 'rooms', 'mentioned', '.']"
674,CAST32,RAISE AND LEVEL FLOORS,-Raise and level floors; provide sound floor joists and piers where needed.,,"['RAISE', 'AND', 'LEVEL', 'FLOORS']","['-Raise', 'and', 'level', 'floors', ';', 'provide', 'sound', 'floor', 'joists', 'and', 'piers', 'where', 'needed', '.']"
676,CAST33,SAND AND REFINISH FLOOR SURFACES,-Sand and refinish (paint or otherwise provide a clean finish) for floor surface.,,"['SAND', 'AND', 'REFINISH', 'FLOOR', 'SURFACES']","['-Sand', 'and', 'refinish', '(', 'paint', 'or', 'otherwise', 'provide', 'a', 'clean', 'finish', ')', 'for', 'floor', 'surface', '.']"
678,CAST34,FLOOR COVERING,-provide floor covering so as to be reasonably impervious to water.,,"['FLOOR', 'COVERING']","['-provide', 'floor', 'covering', 'so', 'as', 'to', 'be', 'reasonably', 'impervious', 'to', 'water', '.']"
680,CAST35,HANDRAILS,"-Provide handrails for (stairway to basement; attic, upstairs bedrooms, from porch steps). NOTE: Handrail is required on one side of a stairway of three (3) or more risers.   Porches located more than thirty (30) inches above the floor or grade below shal",,['HANDRAILS'],"['-Provide', 'handrails', 'for', '(', 'stairway', 'to', 'basement', ';', 'attic', ',', 'upstairs', 'bedrooms', ',', 'from', 'porch', 'steps', ')', '.', 'NOTE', ':', 'Handrail', 'is', 'required', 'on', 'one', 'side', 'of', 'a', 'stairway', 'of', 'three', '(', '3', ')', 'or', 'more', 'risers', '.', 'Porches', 'located', 'more', 'than', 'thirty', '(', '30', ')', 'inches', 'above', 'the', 'floor', 'or', 'grade', 'below', 'shal']"
682,CAST36,BANISTER SECURING HANDRAIL,-Substantially repair banister securing handrail and replacing all broken or missing spindles where needed.,,"['BANISTER', 'SECURING', 'HANDRAIL']","['-Substantially', 'repair', 'banister', 'securing', 'handrail', 'and', 'replacing', 'all', 'broken', 'or', 'missing', 'spindles', 'where', 'needed', '.']"
